Vorname,Anzahl,Geschlecht
Edwin,4,m
Eera,4,w
Efe,4,m
Efenaldo,4,m
Effrosyni,4,w
Efil,4,w
Efnan,4,w
Efrat,4,m
Eghosa,4,m
Egon,4,m
Ehaan,4,m
Ehika,4,w
Ehlimana,4,w
Eilaiyah,4,w
Eileen,4,w
Ejona,4,w
Ekai,4,m
Ekain,4,m
Ekatarina,4,w
Ekjot,4,w
Ekloan,4,m
Elaina,4,w
Elaine,4,w
Elani,4,w
Elanur,4,w
Elay,4,m
Elda,4,w
Eldar,4,m
Eldin,4,m
Elea,4,w
Eleanor,4,w
Elen,4,w
Elena-Gabriela,4,w
Elenija,4,w
Elenor,4,w
Eleonor,4,w
Eleonore,4,w
Eleya,4,w
Eleyna,4,w
Eleysa,4,w
Elfi,4,w
Elfida,4,w
Elham,4,m
Eli,4,m
Elia,4,w
Eliane,4,w
Eliano,4,m
Elie,4,m
Elieen,4,w
Elieser,4,m
Eliezer,4,m
Eliia,4,w
Elija,4,m
Elijah,4,m
Elijah-Samuel,4,m
Elijas,4,m
Elim,4,w
Eline,4,w
Elior,4,m
Elira,4,w
Elis,4,w
Élisabeth,4,w
Elisabetta,4,w
Eliyah,4,m
Eliyas,4,m
Eliz,4,w
Eliza,4,w
Elizabeth,4,w
Elizan,4,w
Elizaveta,4,w
Eljana,4,w
Ella-Sophie,4,w
Ellen,4,w
Elli,4,w
Ellia,4,w
Elliot,4,m
Ellis,4,w
Elmar,4,m
Elmedin,4,m
Elmira,4,w
Elmo,4,m
Elnas,4,w
Elodie,4,w
Éloi,4,m
Eloise,4,w
Elon,4,m
Elora,4,w
Elpida,4,w
Elshad,4,m
Elsie,4,w
Elsina,4,w
Elvedin,4,m
Elvin,4,m
Elvira,4,w
Elwin,4,m
Elya,4,w
Elyana,4,w
Elyas,4,m
Elyesa,4,m
Elyn,4,w
Elys,4,w
Elysa,4,w
Eman,4,m
Emanullah,4,m
Emée,4,w
Emel,4,w
Emelie,4,w
Emiah,4,w
Emiel,4,m
Emika,4,w
Émil,4,m
Émile,4,m
Emili,4,w
Emiliano,4,m
Émilien,4,m
Emilija,4,w
Emilios,4,m
Emiljan,4,m
Emina,4,w
Emirhan,4,m
Emmahadama,4,w
Emma-Maria,4,w
Emma-Maxine,4,w
Emmanuel,4,m
Emmeline,4,w
Emmi,4,w
Emmie,4,w
Emna,4,w
Emraan,4,m
Emran,4,m
Emre,4,m
Emy,4,w
En,4,w
Ena,4,w
Enabit,4,w
Enan,4,m
Ender,4,m
Enea,4,m
Eneas,4,m
Eneko,4,m
Eneo,4,m
Eni,4,w
Enie,4,w
Ennio,4,m
Enoh,4,m
Enola,4,w
Ensar,4,m
Era,4,w
Erda,4,w
Eren,4,m
Erfan,4,m
Eri,4,w
Erick-Sebastian,4,m
Erietta,4,w
Erika-Stefania,4,w
Erik-Leander,4,m
Erim,4,m
Erin,4,w
Erina,4,w
Erion,4,m
Erisa,4,w
Erjona,4,w
Erla,4,w
Ermis,4,m
Ernest,4,m
Eros,4,m
Ersa,4,w
Ersin,4,m
Erva,4,w
Erwin,4,m
Erzana,4,w
Esa,4,m
Esat-Mirza,4,m
Esila,4,w
Esime,4,w
Eslem,4,w
Eslin,4,w
Esmée,4,w
Esmeralda,4,w
Esperanza,4,w
Esra,4,w
Esraa,4,w
Essa,4,m
Estelle,4,w
Esther,4,w
Ethan,4,m
Ethanael,4,m
Etta,4,w
Ettore,4,m
Eugen,4,m
Evan,4,m
Evangelina,4,w
Evangelos,4,m
Evanthia,4,w
Evdokia,4,w
Evelin,4,w
Evelina,4,w
Evelyn,4,w
Evgnosia-Maria,4,w
Evi,4,w
Eviana,4,w
Evidence,4,m
Evren,4,m
Excellent,4,m
Eylül,4,w
Eymen,4,m
Eyosiyas,4,m
Eyüp,4,m
Ez,4,m
Ezan,4,m
Ezra,4,w
Ezra,4,m
Fabia,4,w
Fabiana,4,w
Fabienne,4,w
Fabio,4,m
Fábio,4,m
Fabrice,4,m
Faisal,4,m
Faizan,4,m
Falk,4,m
Falko,4,m
Fangyu,4,w
Fanka,4,w
Fanny,4,w
Farah,4,w
Farell,4,m
Fares,4,m
Farida,4,w
Faris,4,m
Farman,4,m
Faruk,4,m
Fate,4,w
Fateh,4,m
Fatma,4,w
Fatmata,4,w
Fatou,4,w
Fatoumata,4,w
Faustina,4,w
Faya,4,w
Fayad,4,m
Fayrouz,4,w
Federico,4,m
Felia,4,w
Felian,4,m
Felice,4,w
Felice,4,m
Félice,4,w
Félie,4,w
Felina,4,w
Feline,4,w
Felipa,4,w
Félix,4,m
Felizia,4,w
Fengling,4,w
Fenja,4,w
Ferdaus,4,m
Ferdi,4,m
Feride,4,w
Feriha,4,w
Fermín,4,m
Fernanda,4,w
Fernando,4,m
Fevi,4,w
Fia,4,w
Fidel,4,w
Fidelio,4,m
Fiete,4,m
Filina,4,w
Filipa,4,w
Filippa,4,w
Filippo,4,m
Filippos,4,m
Filiz,4,w
Fin,4,m
Fine,4,w
Finia,4,w
Finian,4,m
Finjan,4,m
Finley,4,m
Finneas,4,m
Finnley,4,m
Finola,4,w
Fion,4,m
Fiore,4,m
Firuze,4,w
Fiza,4,w
Flaminia,4,w
Flamur,4,m
Flavia,4,w
Fleur,4,w
Flóra,4,w
Florent,4,m
Florentina,4,w
Florentine,4,w
Flori,4,m
Florijan,4,m
Florin,4,m
Florine,4,w
Floris,4,m
Flynn,4,m
Formouzèrè,4,m
Fotima,4,w
Fran,4,m
Franca,4,w
Francesca,4,w
Francesco,4,m
Francis,4,m
Francisco,4,m
Franciszek,4,w
Franc̦ois,4,m
Frank,4,m
Franko,4,m
Frano,4,m
Franz-Michael,4,m
Fred,4,m
Freda,4,w
Freddie,4,m
Frederic,4,m
Frédéric,4,m
Freja,4,w
Frey,4,m
Freyja,4,w
Frido,4,m
Frieder,4,m
Friederike,4,w
Friedolin,4,m
Fron,4,m
Fryderyk,4,m
Furkan,4,m
Fynn,4,m
Gabriella,4,w
Gabrielle,4,w
Gael,4,m
Galina,4,w
Galini,4,w
Galip,4,m
Gaspar,4,m
Gaspard,4,m
Gaurav,4,m
Gavriil,4,m
Gavrilo,4,m
Gegë,4,m
Gemma,4,w
Genevieve,4,w
Geo,4,m
Georg,4,m
George,4,m
Georgi,4,m
Georgia,4,w
Georgiy,4,m
Gerasimos,4,m
Gerda,4,w
German,4,m
Gero,4,m
Gia,4,w
Gia,4,m
Giacomo,4,m
Giada,4,w
Gianluca,4,m
Gianni,4,m
Gibril,4,m
Gilbert,4,m
Gina,4,w
Gioia,4,w
Giorgi,4,m
Giorgia,4,w
Giovanni,4,m
Giselle,4,w
Giulia-Alessia,4,w
Giuliana,4,w
Giuliano,4,m
Giulio,4,m
Giuseppe,4,m
Gjon,4,m
Glauk,4,m
Glenn,4,m
Godstime,4,m
Godwin,4,m
Göksel,4,m
Göktuğ,4,m
Golda,4,w
Gordana-Maral,4,w
Grace,4,w
Great,4,m
Gregor,4,m
Gregory,4,m
Grégory,4,m
Grela,4,w
Grete,4,w
Grigorios,4,m
Grigoris,4,m
Gulalai,4,w
Güneş,4,w
Gurbaaz,4,m
Gursifat,4,w
Gustaw,4,m
Gwendolin,4,w
Gwendoline,4,w
Ha,4,m
Haaniya,4,w
Habib,4,m
Habibah,4,w
Habibatou,4,w
Haci,4,m
Hadia,4,w
Hadis,4,w
Hadis,4,m
Hadiya,4,w
Hafsa,4,w
Hafza,4,w
Hai,4,m
Haider,4,m
Haifa,4,w
Hailey,4,w
Hajar,4,w
Hala,4,w
Haleemah,4,w
Halen,4,m
Halid,4,m
Halima,4,w
Halime,4,w
Halit,4,m
Hamad,4,m
Hamda,4,w
Hamdan,4,m
Hamdi,4,m
Hamida,4,w
Hamza,4,w
Hamza-Alp,4,m
Hamzah,4,m
Hanin,4,w
Haniya,4,w
Hannan,4,m
Hanne,4,w
Hanno,4,m
Haoming,4,m
Haris,4,m
Hariuan,4,m
Harman,4,m
Harnav,4,m
Haron,4,m
Haroun,4,m
Harriet,4,w
Harris,4,m
Harry,4,m
Hasan,4,m
Hassan,4,m
Hasti,4,m
Hatun,4,w
Haval,4,m
Havan,4,m
Havand,4,m
Hawa,4,w
Haya,4,w
Hayat,4,m
Hayden,4,m
Hazal,4,w
Hazel,4,w
Hector,4,m
Hedda,4,w
Hedi,4,w
Heidemarie,4,w
Hektor,4,m
Hélène,4,w
Helin,4,w
Hella,4,w
Hemen,4,w
Hendrik,4,m
Heni,4,m
Henna,4,w
Henriette,4,w
Henryk,4,m
Hera,4,w
Hermine,4,w
Hesham,4,m
Hevi,4,w
Hewad,4,m
Hiba,4,w
Hifa,4,w
Hilal,4,w
Hilda,4,w
Hilde,4,w
Hilla,4,w
Hiwi,4,w
Hoang,4,w
Hoang,4,m
Hoàng,4,w
Hollie,4,w
Holly,4,w
Hồng,4,m
Honia,4,w
Honya,4,w
Hooriya,4,w
Hope,4,w
Hridhaan,4,m
Hridyan,4,m
Hrithvik,4,m
Hubert,4,m
Hubertus,4,m
Huda,4,w
Hümeyra,4,w
Hunor,4,m
Hüseyin,4,m
Husna,4,w
Hussain,4,m
Hussam,4,m
Hussein,4,m
Huzaifa,4,m
Hysen,4,m
Hysnie,4,w
Hyuseinali,4,m
Ianis,4,m
Iara,4,w
Ibocan,4,m
Ibukunoluwa-Eleora,4,w
Ida-Amalia,4,w
Idda-Maria,4,w
Idriss,4,m
Ifigenia,4,w
Igman,4,m
Ignacy,4,m
Ignazio,4,m
Igor,4,m
Ihaab,4,w
Ihsan,4,m
Iker,4,m
Ila,4,w
Ilan,4,m
Ilana,4,w
Ilaria,4,w
Ilarija,4,w
Ilay,4,w
Ilay,4,m
Ilaya,4,w
Ilayda,4,w
Ilda,4,w
Ileyna,4,w
Ilia,4,m
Ilian,4,m
Iliana,4,w
Ilias,4,m
Ilija,4,m
Ilja,4,m
Ilkay,4,m
Ilma,4,w
Ilvie,4,w
Ilvy,4,w
Ilya,4,m
Iman,4,w
Imani,4,w
Imer,4,m
Immanuel,4,m
Imron,4,m
Inaaya,4,w
Inaayah,4,w
Inara,4,w
Inas,4,w
Inayah,4,w
Ines,4,w
Inés,4,w
Inês,4,w
Inesa,4,w
Inga,4,w
Ingrid,4,w
Inna-Marie,4,w
Innocent,4,m
Io,4,w
Ioane,4,m
Ioann,4,m
Ioanna,4,w
Ioannis,4,m
Ioannis-Panagiotis,4,m
Ioli,4,w
Ion,4,m
Iosif,4,m
Iosifina,4,w
Ira,4,w
Irea,4,w
Irelia,4,w
Irene,4,w
Ireoluwa,4,m
Iria,4,w
Irina,4,w
Irini,4,w
Irteoh,4,m
Isaa,4,m
Isaac,4,m
Isabela,4,w
Isabela-Ioana,4,w
Isabell,4,w
Isabelle,4,w
Isaiah,4,m
Isaías,4,m
Isaja,4,m
Isak,4,m
Isalie,4,w
Isan,4,w
Isatu,4,w
Isayah,4,m
Isha,4,w
Ishan,4,m
Isidora,4,w
Iskra,4,w
Ismael,4,m
Isra,4,w
Israa,4,w
Issa,4,m
Issey,4,m
Isus,4,m
Ivaan,4,m
Iva-Marie,4,w
Ivana,4,w
Ivanka,4,w
Ivanshi,4,w
Ivo,4,m
Ivy,4,w
Iyanu,4,w
Iza,4,w
Izabela-Ștefania,4,w
Izabella,4,w
Izai,4,m
Jacob-Florin,4,m
Jad,4,m
Jade,4,w
Jaden,4,m
Jadwiga,4,w
Jaeden,4,m
Jael,4,m
Jagoda,4,w
Jaiden,4,m
Jake,4,m
Jákob,4,m
Jakov,4,m
Jamaal,4,m
Jamena,4,w
Jamie,4,w
Jamie,4,m
Jamila,4,w
Jamilah,4,w
Jamina,4,w
Jan,4,w
Jane,4,w
Janik,4,m
Janina,4,w
Janko,4,m
Janna,4,w
Janne,4,m
Jannes,4,m
Jannik,4,m
Jano,4,m
Janosch,4,m
Jari,4,w
Jarne,4,m
Jaro,4,m
Jaron,4,m
Jasemin,4,w
Jasin,4,m
Jasir,4,m
Jasmina,4,w
Jasmine,4,w
Jason,4,m
Jassira,4,w
Javi,4,m
Javier,4,m
Jay,4,m
Jean-Marc,4,m
Jeanne,4,w
Jelena,4,w
Jella,4,w
Jelto,4,m
Jennie,4,w
Jennifer,4,w
Jenny,4,w
Jeremia,4,m
Jeremiah,4,m
Jeremias,4,m
Jeshua,4,m
Jesper,4,m
Jessica,4,w
Jet,4,m
Jette,4,w
Jezreel,4,m
Jhayco,4,m
Jiahe,4,m
Jiansen,4,m
Jiaqi,4,m
Jibril,4,m
Jil,4,w
Jingcheng,4,m
Jingqiu,4,m
Jinxin,4,w
Jivara,4,m
Jivko,4,m
Joah,4,m
Joan,4,m
Joana,4,w
Joanna,4,w
Joaquin,4,m
Jodi,4,w
Joe,4,m
Joeanna,4,w
Joël,4,m
Johan,4,m
Johanna-Sophie,4,w
Johanne,4,w
John,4,m
Jolie,4,w
Jona,4,w
Jonael,4,m
Jonila,4,w
Jonna,4,w
Jonne,4,m
Jonte,4,w
Jonte,4,m
Joona,4,m
Jordan,4,m
Jori,4,m
Jorik,4,m
Jorin,4,m
Joris,4,m
Jornela,4,w
Joscha,4,m
Josefa,4,w
Josefin,4,w
Josefina,4,w
Joseph,4,m
Josepha,4,w
Josephina,4,w
Josia,4,m
Joško,4,m
Jospehine,4,w
Joss,4,w
Joud,4,m
Joudia,4,w
Jovan,4,m
Joy,4,w
Józef,4,m
Jo-Zion,4,m
Juan,4,m
Judita,4,w
Judith,4,w
Jule,4,w
Julen,4,m
Juli,4,m
Juliana,4,w
Juliane,4,w
Julianna,4,w
Julie,4,w
Juliette,4,w
Julija,4,w
Julina,4,w
Jumna,4,w
Junaid,4,m
Juna-Sophie,4,w
June,4,w
Junie,4,w
Junis,4,m
Juno,4,w
Juno,4,m
Junus,4,m
Juraj,4,m
Jure,4,m
Juri,4,m
Justus,4,m
Kadek,4,m
Kaden,4,m
Kadir,4,m
Kadja-Maritza,4,w
Kadri,4,m
Kai,4,m
Kaia,4,w
Kaihan,4,m
Kailey,4,w
Kaisa,4,w
Kaiyan,4,w
Kaja,4,w
Kajetan,4,m
Kalea,4,w
Kaleo,4,m
Kalia,4,w
Kalila,4,w
Kalina,4,w
Kalle,4,m
Kalotta,4,w
Kaly,4,m
Kamelia,4,w
Kamer,4,w
Kamil,4,m
Kan,4,m
Kany,4,w
Kaon,4,m
Karam,4,m
Karina,4,w
Karlina,4,w
Karlotta,4,w
Karol,4,m
Karolina,4,w
Karoline,4,w
Kashvi,4,w
Kasia,4,w
Kasija,4,w
Kasim,4,m
Kasimir,4,m
Kassandra,4,w
Kassiani,4,w
Kassim,4,m
Katalea,4,w
Katarina,4,w
Katerina,4,w
Katherina,4,w
Kathleen,4,w
Katia,4,w
Kaustubh,4,m
Kavi,4,w
Kaya,4,m
Kayahan,4,m
Kayden,4,m
Kayhan,4,m
Kayla,4,w
Kaylee,4,w
Kayleigh,4,w
Kayo,4,m
Kayra,4,w
Keanu,4,m
Keeva,4,w
Kehlani,4,w
Keilani,4,w
Keisi,4,w
Kelian,4,m
Kemâl,4,m
Kenai,4,m
Kenan,4,m
Keni,4,w
Kenji,4,m
Kenneth,4,m
Kenny,4,m
Keno,4,m
Kenza,4,w
Kenzo,4,m
Kerem,4,m
Kerim,4,m
Kerstin,4,w
Keshav,4,m
Kevin,4,m
Keyan,4,m
Keyara,4,w
Keylor,4,m
Keyur,4,m
Khadaja,4,w
Khadidja,4,w
Khadija,4,w
Khadijah,4,w
Khalaf,4,m
Khaled,4,m
Khalid,4,m
Khalifa,4,m
Khalil,4,m
Khang,4,m
Khatun,4,w
Khayla,4,w
Khidr,4,m
Khulud,4,w
Kiano,4,m
Kidus,4,m
Kimaya,4,w
Kimia,4,w
Kimon,4,m
Kimya,4,w
King,4,m
Kiran,4,m
Kiril,4,m
Kirubel,4,m
Kito,4,m
Kiyana,4,w
Kjara,4,w
Klaus,4,m
Klea,4,w
Klei,4,m
Klelia,4,w
Klemens,4,m
Kleo,4,w
Koby,4,w
Kolen,4,m
Komail,4,m
Konrad,4,m
Konradin,4,m
Konstantinos,4,m
Konstantinos-Panagiotis,4,m
Koray,4,m
Kornelia,4,w
Kosmo,4,m
Kosta,4,m
Kowsar,4,w
Krasimir,4,m
Krion,4,m
Krishiv,4,m
Kristijan,4,m
Kristina,4,w
Krithi,4,w
Kroi,4,m
Kruna,4,w
Kumsal,4,w
Kurt,4,m
Kuyas,4,m
Kuzey,4,m
Kuzman,4,m
Kyaan,4,m
Kyara,4,w
Kylian,4,m
Kyriakos,4,m
Laeticia,4,w
Laetizia,4,w
Laila,4,w
Laith,4,m
Laksh,4,m
Lalanaa,4,w
Lale,4,w
Lamar,4,w
Lamies,4,w
Lamija,4,w
Lanah,4,w
Lana-Mabel,4,w
Lando,4,m
Lani,4,w
Larea,4,w
Larin,4,w
Larine,4,w
Larisa,4,w
Larissa,4,w
Laszlo,4,m
Latif,4,m
Lauand,4,m
Lauend,4,m
Laurent,4,m
Lauri,4,m
Lauris,4,m
Lavin,4,w
Lavinia,4,w
Lawand,4,m
Laya,4,w
Layan,4,w
Layana,4,w
Layell,4,m
Layla,4,w
Lazare,4,m
Lazario,4,m
Lazaros,4,m
Le,4,w
Lê,4,w
Léa,4,w
Leah,4,w
Lea-Marie,4,w
Lean,4,m
Leana,4,w
Léana,4,w
Leandros,4,m
Leart,4,m
Lea-Sophie,4,w
Léda,4,w
Leif,4,m
Leila,4,w
Leiv,4,m
Lejan,4,m
Lejla,4,w
Lejla-Nur,4,w
Lejna,4,w
Lejs,4,m
Leka,4,m
Lelia,4,w
Lemar,4,m
Len,4,m
Lena-Marie,4,w
Lene,4,w
Lenia,4,w
Lenn,4,m
Lenna,4,w
Lennart,4,m
Lennet,4,m
Lenni,4,m
Lennia,4,w
Lennox,4,m
Lenny,4,m
Lenya,4,w
Leo,4,w
Léo,4,m
Leona,4,w
Leonarda,4,w
Leonardo-Salih,4,m
Leonas,4,m
Leone,4,m
Leonella,4,w
Leonhardt,4,m
Leonhart,4,m
Leoni,4,w
Leonid,4,m
Léonie,4,w
Leonore,4,w
Léonore,4,w
Leron,4,m
Leroy,4,m
Leticia,4,w
Letizia,4,w
Lev,4,m
Levent,4,m
Levi-Elias,4,m
Levi-Minh,4,m
Levin,4,w
Lewin,4,m
Lewys,4,m
Lexi,4,w
Leya,4,w
Leyan,4,w
Leyana,4,w
Leys,4,m
Liah,4,w
Liah-Nora,4,w
Liano,4,m
Liantso,4,w
Liar,4,m
Liara,4,w
Liarda,4,w
Lias,4,m
Liäs,4,m
Liburn,4,m
Lidia,4,w
Lidija,4,w
Lieselotte,4,w
Lígia,4,w
Lihan,4,m
Liiban,4,m
Lija,4,w
Lijan,4,m
Lijana,4,w
Lijon,4,m
Lila,4,w
Lili,4,w
Liliana,4,w
Lilien,4,w
Liliya,4,w
Lilja,4,w
Liljana,4,w
Lillian,4,w
Lillibeth,4,w
Lilou,4,w
Lilu,4,w
Lilya,4,w
Lilyan,4,w
Lima,4,w
Linh,4,w
Linja,4,w
Linn,4,w
Linnea,4,w
Linnéa,4,w
Lioba,4,w
Liona,4,w
Lior,4,m
Lirian,4,m
Lisa-Sophie,4,w
Lisav,4,w
Lise,4,w
Lius,4,m
Liva,4,w
Livana,4,w
Livi,4,w
Lívia,4,w
Livie,4,w
Livio,4,m
Liwia,4,w
Liyah,4,w
Liyan,4,m
Liyanna,4,w
Liyen,4,w
Liza,4,w
Llapian,4,m
Loana,4,w
Loar,4,m
Loara,4,w
Loay,4,m
Loela,4,w
Loena,4,w
Logan,4,m
Lois,4,w
Loïs,4,m
Lojain,4,w
Loki,4,w
Loni,4,w
Lora,4,w
Loran,4,m
Loras,4,m
Lore,4,w
Loreen,4,w
Loreena,4,w
Loren,4,m
Loretta,4,w
Lori,4,w
Lorian,4,m
Loriana,4,w
Lorik,4,m
Lorin,4,w
Lorin,4,m
Lorina,4,w
Loris,4,m
Lorisa,4,w
Lou,4,m
Louane,4,w
Lou-Ann,4,w
Louca,4,m
Loui,4,m
Louie,4,m
Loukas,4,m
Louloua,4,w
Louma,4,w
Lovina,4,w
Lovis,4,m
Lovisa,4,w
Lowen,4,m
Loya,4,w
Lua,4,w
Lúa,4,w
Luan-Timur,4,m
Luara,4,w
Luc,4,m
Luca,4,w
Luca-Matteo,4,m
Lucca,4,m
Lucian,4,m
Luciana,4,w
Luciano,4,m
Lucie,4,w
Lucien,4,m
Lucija,4,w
Lucile,4,w
Lucio,4,m
Lucius,4,m
Lucy,4,w
Ludovico,4,m
Ludwik,4,m
Luel,4,m
Lui,4,m
Luís,4,m
Luitpold,4,m
Lukai,4,m
Luka-Ilija,4,m
Luke,4,m
Luken,4,m
Lukman,4,m
Lukrecia,4,w
Luna-Ariel,4,w
Lunia,4,w
Luoen,4,m
Lureno-Azad,4,m
Lusian,4,m
Luuk,4,m
Luz,4,w
Luzi,4,w
Luzia,4,w
Luzie,4,w
Lyan,4,m
Lyana,4,w
Lyanu,4,w
Lyas,4,m
Lydia,4,w
Lyness,4,m
Lynn,4,w
Lyv,4,w
Maahir,4,m
Madina,4,w
Madita,4,w
Madiyou,4,m
Maé,4,w
Mael,4,m
Maél,4,m
Maël,4,m
Maeve,4,w
Mafalda,4,w
Magda,4,w
Magil,4,m
Mahamed,4,m
Mahdi,4,m
Mahdiya,4,w
Mahi,4,w
Mahira,4,w
Mahisa,4,w
Mahlin,4,w
Mahmad,4,m
Mahmoud,4,m
Mahro,4,w
Mahta,4,w
Mai,4,w
Maia,4,w
Maia-Evelin,4,w
Maia-Gabriela,4,w
Maid,4,m
Maida,4,w
Maidah,4,w
Maija,4,w
Maike,4,w
Maila,4,w
Mailin,4,w
Maïlys,4,w
Maimouna,4,w
Maisie,4,w
Maïwenn,4,w
Maiza,4,w
Majan,4,w
Majvi,4,w
Mak,4,m
Maksimilian,4,m
Maksym,4,m
Maksymilian,4,m
Mal,4,m
Mala,4,w
Malaika,4,w
Maleen,4,w
Malena,4,w
Maleyna,4,w
Mali,4,w
Mali,4,m
Malika,4,w
Malin,4,w
Malio,4,m
Maliya,4,w
Maliyah,4,w
Malo,4,m
Malt,4,m
Malte,4,m
Malu,4,w
Mana,4,w
Manal,4,w
Manan,4,m
Manfred,4,m
Manio,4,m
Manon,4,w
Manthos,4,m
Manvik,4,m
Mar,4,w
Marai,4,w
Maram,4,w
Marc,4,m
Marcel,4,m
Marcela,4,w
Marcell,4,m
Marcelo,4,m
Marco,4,m
Marcus,4,m
Marek,4,m
Maresa,4,w
Margaret,4,w
Margarete,4,w
Margarita,4,w
Margó,4,w
Mari,4,w
María,4,w
Maria-Anastasia,4,w
Maria-Iemima,4,w
Maria-Jane,4,w
Marian,4,m
Mariana,4,w
Marianna,4,w
Maria-Sofia,4,w
Marielle,4,w
Marie-Lou,4,w
Marie-Louise,4,w
Mariem,4,w
Marino,4,m
Marinus,4,m
Mario,4,m
Maris,4,m
Marisa,4,w
Mariss,4,m
Marissa,4,w
Marita,4,w
Marius,4,m
Markel,4,m
Markus,4,m
Marleen,4,w
Marlen,4,w
Marlena,4,w
Marley,4,w
Marley,4,m
Marlie,4,w
Marlies,4,w
Marlin,4,m
Marlis,4,w
Marlo,4,m
Marlya,4,w
Maro,4,m
Marsa,4,w
Marsel,4,m
Marset,4,w
Martín,4,m
Martina,4,w
Marvella,4,w
Marvin,4,m
Marwa,4,w
Marya,4,w
Masa,4,w
Maša,4,w
Masal,4,w
Mascha,4,w
Masih,4,m
Massai,4,m
Massimiliano,4,m
Massimo,4,m
Matahari,4,m
Máté,4,m
Matea,4,w
Matei,4,m
Matheo,4,m
Mathilde,4,w
Mathis,4,m
Matia,4,w
Matia,4,m
Matias-Bogdan,4,m
Matija,4,m
Matin,4,m
Mato,4,m
Matthea,4,w
Mattheo,4,m
Matthis,4,m
Mattis,4,m
Matvey,4,m
Matvii,4,m
Matviy,4,m
Matylda,4,w
Maura,4,w
Mauricio,4,m
Mauritz,4,m
Mauro,4,m
Mava,4,w
Mavi,4,w
Mavi,4,m
Mavie,4,w
Maxel,4,m
Maxiell,4,m
Maxima,4,w
Maximian,4,m
Maximilia,4,w
Maximilian-Luca,4,m
Maximiliano,4,m
Maximus,4,m
Mayk,4,m
Maylis,4,w
Mazen,4,m
Mebael,4,m
Medeea-Maria,4,w
Meer,4,m
Meerashree,4,w
Meghna,4,w
Mehdi,4,m
Mehmed,4,m
Mehmet,4,m
Mehrad,4,m
Mehwish,4,w
Mehzan,4,m
Mekliet,4,w
Meklit,4,w
Mela,4,w
Melanie,4,w
Melba,4,w
Melek,4,w
Melia,4,w
Melik,4,m
Melina-Marie,4,w
Melinda,4,w
Melis,4,w
Melitini,4,w
Meliya,4,w
Melly,4,w
Mercutio,4,m
Mercy,4,w
Merdi,4,m
Merjem,4,w
Merjema,4,w
Merlin,4,m
Merrylou,4,w
Mersana,4,w
Meryam,4,w
Mesk,4,w
Messi,4,m
Mete,4,m
Metehan,4,m
Metin,4,m
Meva,4,w
Meve,4,w
Meyra,4,w
Mia-Luisa,4,w
Mian,4,m
Mias,4,m
Micha,4,m
Michael-Vlad,4,m
Michail,4,m
Michał,4,m
Michel,4,m
Michele,4,m
Michelle,4,w
Mick,4,m
Micol,4,w
Miguel,4,m
Mihaada,4,w
Mihael,4,m
Mihail,4,m
Mihailo,4,m
Mihraj,4,w
Mijo,4,m
Mika,4,w
Mikael,4,m
Mikaela,4,w
Mikal,4,m
Mikayla,4,w
Miko,4,m
Mikolaj,4,m
Mikołaj,4,m
Milad,4,m
Mila-Juliette,4,w
Milana,4,w
Milara,4,w
Milas,4,m
Milea,4,w
Mileah,4,w
Milica,4,w
Milind,4,m
Milla,4,w
Millie,4,w
Milly,4,w
Milo-Elian,4,m
Milos,4,m
Miloš,4,m
Milou,4,w
Minaya,4,w
Minea,4,w
Minh,4,w
Minh,4,m
Minha,4,w
Minhaj,4,w
Minho,4,m
Minka,4,w
Minna,4,w
Minnas,4,m
Minnie-Lou,4,w
Minu,4,w
Mio,4,w
Mir,4,m
Mirabel,4,w
Mirabell,4,w
Mirabella,4,w
Mirac,4,m
Miraç,4,m
Mirai,4,w
Miral,4,w
Miralina,4,w
Mirano,4,m
Miras,4,m
Mira-Teona,4,w
Miraya,4,w
Mirella,4,w
Mirhat,4,m
Miri,4,w
Miriel,4,w
Mirija,4,w
Mirjam,4,w
Mirna,4,w
Miro,4,m
Mironas,4,m
Miroslava,4,w
Mirsa,4,w
Mirvan,4,m
Miryam,4,w
Mirza,4,m
Mirzan,4,m
Misha,4,w
Misho,4,m
Mishou,4,w
Miskin,4,m
Mithran,4,m
Mlkyas,4,m
Moamin,4,m
Moaz,4,m
Modassar,4,m
Móeiđur,4,w
Moez,4,m
Moh,4,m
Mohamad,4,m
Mohamad-Hassan,4,m
Mohamed-Akram,4,m
Mohit,4,m
Mokhtar,4,m
Moksha,4,w
Mokshy,4,w
Molly,4,w
Momo,4,m
Monica,4,w
Monika,4,w
Moriah,4,w
Moses,4,m
Moska,4,w
Motahhare,4,w
Moulaye,4,m
Mouna,4,w
Mounir,4,m
Moussa,4,m
Moysei,4,m
Muaad,4,m
Muadh,4,m
Muamer,4,m
Mubina,4,w
Mucad,4,m
Mucize,4,w
Muhamad,4,m
Muhamed,4,m
Muhbat,4,w
Mu-Ho,4,m
Mujin,4,w
Mukades,4,w
Mukund,4,m
Mumtaz,4,w
Muna,4,w
Munas,4,m
Munir,4,m
Munira,4,w
Muntas,4,w
Murat,4,m
Musaab,4,m
Musab,4,m
Musafr,4,m
Mussa,4,m
Mustafa,4,m
Mustakeem,4,m
Muyuan,4,m
Muyun,4,m
Mwene-Njinga,4,w
Myles,4,m
Myroslava,4,w
Nabil,4,m
Nachiket,4,m
Nada,4,w
Nadia,4,w
Nadin,4,w
